1,0,5,881250949,1
1,1,5,881250949,2
1,2,5,881250949,3
1,4,5,881250949,5
1,5,5,881250949,6
1,6,5,881250949,7
1,7,5,881250949,8
2,0,5,881250949,1
2,1,5,881250949,2
2,2,5,881250949,3
2,3,5,881250949,4
2,5,5,881250949,6
2,6,5,881250949,7
2,7,5,881250949,8
3,1,5,881250949,2
3,2,5,881250949,3
3,3,5,881250949,4
3,4,5,881250949,5
4,1,5,881250949,2
4,2,5,881250949,3
4,3,5,881250949,4
4,5,5,881250949,6
5,2,5,881250949,3
5,1,5,881250949,2
5,4,5,881250949,5
5,5,5,881250949,6
5,6,5,881250949,7
6,0,5,881250949,1
6,2,5,881250949,3
6,4,5,881250949,5
6,5,5,881250949,6
6,6,5,881250949,7
33,5,5,881250949,6
48,7,5,881250949,8
51,4,5,881250949,5
14,0,5,881250949,1
10,6,5,881250949,7
11,8,5,881250949,9
56,2,5,881250949,3
10,3,5,881250949,4
47,3,5,881250949,4
54,2,5,881250949,3
14,8,5,881250949,9
43,5,5,881250949,6
41,4,5,881250949,5
49,8,5,881250949,9
56,9,5,881250949,10
13,7,5,881250949,8
40,4,5,881250949,5
43,3,5,881250949,4
54,3,5,881250949,4
11,7,5,881250949,8
29,3,5,881250949,4
55,7,5,881250949,8
28,6,5,881250949,7
9,8,5,881250949,9
50,1,5,881250949,2
48,6,5,881250949,7
42,0,5,881250949,1
25,2,5,881250949,3
45,4,5,881250949,5
49,2,5,881250949,3
35,6,5,881250949,7
46,0,5,881250949,1
51,8,5,881250949,9
25,7,5,881250949,8
49,9,5,881250949,10
50,2,5,881250949,3
27,6,5,881250949,7
15,3,5,881250949,4
55,1,5,881250949,2
29,4,5,881250949,5
54,7,5,881250949,8
27,5,5,881250949,6
26,0,5,881250949,1
49,1,5,881250949,2
13,4,5,881250949,5
9,5,5,881250949,6
11,3,5,881250949,4
47,2,5,881250949,3
17,0,5,881250949,1
32,2,5,881250949,3
48,3,5,881250949,4
15,0,5,881250949,1
31,2,5,881250949,3
40,8,5,881250949,9
23,5,5,881250949,6
14,6,5,881250949,7
9,7,5,881250949,8
48,4,5,881250949,5
57,7,5,881250949,8
30,0,5,881250949,1
11,2,5,881250949,3
18,1,5,881250949,2
36,2,5,881250949,3
28,4,5,881250949,5
16,6,5,881250949,7
7,2,5,881250949,3
26,4,5,881250949,5
14,5,5,881250949,6
32,8,5,881250949,9
9,6,5,881250949,7
45,2,5,881250949,3
37,9,5,881250949,10
23,3,5,881250949,4
53,5,5,881250949,6
10,4,5,881250949,5
15,2,5,881250949,3
20,2,5,881250949,3
21,5,5,881250949,6
18,7,5,881250949,8
50,7,5,881250949,8
27,4,5,881250949,5
57,3,5,881250949,4
37,5,5,881250949,6
45,1,5,881250949,2
37,7,5,881250949,8
47,1,5,881250949,2
19,0,5,881250949,1
30,4,5,881250949,5
56,4,5,881250949,5
36,3,5,881250949,4
15,9,5,881250949,10
24,1,5,881250949,2
47,6,5,881250949,7
25,3,5,881250949,4
51,2,5,881250949,3
20,7,5,881250949,8
17,3,5,881250949,4
44,7,5,881250949,8
36,4,5,881250949,5
43,8,5,881250949,9
20,3,5,881250949,4
43,7,5,881250949,8
35,1,5,881250949,2
8,3,5,881250949,4
50,5,5,881250949,6
32,4,5,881250949,5
40,5,5,881250949,6
26,7,5,881250949,8
28,8,5,881250949,9
38,8,5,881250949,9
52,8,5,881250949,9
48,9,5,881250949,10
24,9,5,881250949,10
26,2,5,881250949,3
46,9,5,881250949,10
22,3,5,881250949,4
23,1,5,881250949,2
19,5,5,881250949,6
13,6,5,881250949,7
12,4,5,881250949,5
31,7,5,881250949,8
53,1,5,881250949,2
28,5,5,881250949,6
56,7,5,881250949,8
25,6,5,881250949,7
13,5,5,881250949,6
19,6,5,881250949,7
46,8,5,881250949,9
57,5,5,881250949,6
56,0,5,881250949,1
14,3,5,881250949,4
21,8,5,881250949,9
54,9,5,881250949,10
29,9,5,881250949,10
51,9,5,881250949,10
56,5,5,881250949,6
7,8,5,881250949,9
52,7,5,881250949,8
30,3,5,881250949,4
9,4,5,881250949,5
22,9,5,881250949,10
12,6,5,881250949,7
29,5,5,881250949,6
51,1,5,881250949,2
29,8,5,881250949,9
23,6,5,881250949,7
35,7,5,881250949,8
12,3,5,881250949,4
33,3,5,881250949,4
17,6,5,881250949,7
39,2,5,881250949,3
30,8,5,881250949,9
33,7,5,881250949,8
20,8,5,881250949,9
40,3,5,881250949,4
55,4,5,881250949,5
51,7,5,881250949,8
46,6,5,881250949,7
53,0,5,881250949,1
19,3,5,881250949,4
43,1,5,881250949,2
14,7,5,881250949,8
34,6,5,881250949,7
23,9,5,881250949,10
37,3,5,881250949,4
15,8,5,881250949,9
9,3,5,881250949,4
31,6,5,881250949,7
28,9,5,881250949,10
16,3,5,881250949,4
38,4,5,881250949,5
35,4,5,881250949,5
53,6,5,881250949,7
15,6,5,881250949,7
38,0,5,881250949,1
36,7,5,881250949,8
29,7,5,881250949,8
54,0,5,881250949,1
42,6,5,881250949,7
39,4,5,881250949,5
44,1,5,881250949,2
46,5,5,881250949,6
18,4,5,881250949,5
46,7,5,881250949,8
46,3,5,881250949,4
55,9,5,881250949,10
47,9,5,881250949,10
39,6,5,881250949,7
21,7,5,881250949,8
35,0,5,881250949,1
54,5,5,881250949,6
34,2,5,881250949,3
15,1,5,881250949,2
26,5,5,881250949,6
34,4,5,881250949,5
22,5,5,881250949,6
42,1,5,881250949,2
8,1,5,881250949,2
11,4,5,881250949,5
30,1,5,881250949,2
34,7,5,881250949,8
27,8,5,881250949,9
43,0,5,881250949,1
33,8,5,881250949,9
22,8,5,881250949,9
14,4,5,881250949,5
38,9,5,881250949,10
40,2,5,881250949,3
44,9,5,881250949,10
25,5,5,881250949,6
24,3,5,881250949,4
39,7,5,881250949,8
13,3,5,881250949,4
49,4,5,881250949,5
41,5,5,881250949,6
14,1,5,881250949,2
11,6,5,881250949,7
21,6,5,881250949,7
22,2,5,881250949,3
38,6,5,881250949,7
32,3,5,881250949,4
24,7,5,881250949,8
31,4,5,881250949,5
49,7,5,881250949,8
50,3,5,881250949,4
20,9,5,881250949,10
53,9,5,881250949,10
49,6,5,881250949,7
24,6,5,881250949,7
49,3,5,881250949,4
12,2,5,881250949,3
16,1,5,881250949,2
45,9,5,881250949,10
56,8,5,881250949,9
32,9,5,881250949,10
16,4,5,881250949,5
45,8,5,881250949,9
56,6,5,881250949,7
25,1,5,881250949,2
44,5,5,881250949,6
29,2,5,881250949,3
11,9,5,881250949,10
17,4,5,881250949,5
44,2,5,881250949,3
37,0,5,881250949,1
30,7,5,881250949,8
17,2,5,881250949,3
22,6,5,881250949,7
31,0,5,881250949,1
20,5,5,881250949,6
18,2,5,881250949,3
45,6,5,881250949,7
52,6,5,881250949,7
36,1,5,881250949,2
54,4,5,881250949,5
45,0,5,881250949,1
57,6,5,881250949,7
20,6,5,881250949,7
34,9,5,881250949,10
8,0,5,881250949,1
24,2,5,881250949,3
37,6,5,881250949,7
51,6,5,881250949,7
23,0,5,881250949,1
8,4,5,881250949,5
36,5,5,881250949,6
47,5,5,881250949,6
31,1,5,881250949,2
31,8,5,881250949,9
34,8,5,881250949,9
45,3,5,881250949,4
42,9,5,881250949,10
32,1,5,881250949,2
57,4,5,881250949,5
44,6,5,881250949,7
53,8,5,881250949,9
8,2,5,881250949,3
42,7,5,881250949,8
10,8,5,881250949,9
43,2,5,881250949,3
48,8,5,881250949,9
50,6,5,881250949,7
36,8,5,881250949,9
10,2,5,881250949,3
21,3,5,881250949,4
30,5,5,881250949,6
48,1,5,881250949,2
52,1,5,881250949,2
48,2,5,881250949,3
41,8,5,881250949,9
12,7,5,881250949,8
26,3,5,881250949,4
26,6,5,881250949,7
10,1,5,881250949,2
42,5,5,881250949,6
26,1,5,881250949,2
31,3,5,881250949,4
32,5,5,881250949,6
13,8,5,881250949,9
55,0,5,881250949,1
10,5,5,881250949,6
40,9,5,881250949,10
16,7,5,881250949,8
54,6,5,881250949,7
21,4,5,881250949,5
57,1,5,881250949,2
47,4,5,881250949,5
23,8,5,881250949,9
8,7,5,881250949,8
16,9,5,881250949,10
19,1,5,881250949,2
33,2,5,881250949,3
40,7,5,881250949,8
7,1,5,881250949,2
52,5,5,881250949,6
38,2,5,881250949,3
39,5,5,881250949,6
20,4,5,881250949,5
26,8,5,881250949,9
21,2,5,881250949,3
55,2,5,881250949,3
44,3,5,881250949,4
52,4,5,881250949,5
9,1,5,881250949,2
50,8,5,881250949,9
30,6,5,881250949,7
